N,P,K,temperature,humidity,ph,rainfall,season,crop
23.01,16.02,15.04,21.04,62.4,7.4,109.08,2,Orange
15.79,74.83,21.75,20.3,66.64,5.51,121.04,2,Kidney Beans
23.28,17.86,29.01,24.21,44.3,6.47,61.95,2,Pomegranate
93.75,19.07,54.03,29.15,79.22,6.04,73.31,2,Watermelon
94.92,50.0,38.57,23.6,62.21,6.28,74.96,2,Maize
126.58,14.37,59.14,24.8,60.09,6.09,76.27,2,Muskmelon
97.51,86.11,41.23,26.08,81.65,6.23,123.59,0,Banana
21.35,66.11,26.43,15.32,55.74,7.01,64.04,1,Lentil
21.32,21.73,32.77,23.1,46.85,5.92,75.78,2,Pomegranate
23.44,111.25,178.63,19.0,67.3,6.23,98.8,2,Apple
21.35,69.1,10.62,17.96,65.81,6.46,108.59,2,Kidney Beans
96.93,76.92,56.79,28.94,86.54,6.99,111.09,0,Banana
81.16,39.9,48.46,29.74,80.83,6.21,176.47,0,Rice
23.28,56.44,22.58,26.03,55.69,6.32,66.41,2,Black Gram
13.18,11.84,31.91,28.18,53.27,5.37,63.44,2,Pomegranate
21.99,28.95,27.17,27.66,74.57,6.13,74.39,2,Mango
93.12,13.27,47.57,24.56,75.09,6.73,98.0,2,Muskmelon
30.41,59.05,26.56,28.52,68.4,7.21,110.16,2,Pigeon Peas
14.25,73.3,18.7,19.39,57.74,5.82,122.27,1,Kidney Beans
84.57,73.89,46.29,29.06,72.65,6.2,81.29,2,Banana
82.36,16.88,30.9,24.46,74.89,6.22,157.07,2,Coffee
15.66,68.6,20.62,19.43,52.1,5.77,58.45,1,Lentil
22.28,34.92,27.53,28.95,46.15,6.35,60.22,2,Moth Beans
118.17,62.39,58.95,28.44,71.08,6.75,152.37,0,Banana
67.56,51.18,37.46,27.58,80.62,6.16,84.3,2,Maize
16.76,20.36,29.58,31.98,86.07,6.43,152.74,0,Coconut
72.47,44.99,48.28,25.68,79.01,7.11,186.62,0,Rice
66.63,45.88,36.14,29.11,84.16,7.1,120.45,0,Jute
30.12,53.09,31.88,24.86,62.19,6.81,106.04,2,Black Gram
65.87,52.04,30.17,22.52,78.31,5.59,90.46,2,Maize
77.4,45.29,32.79,25.06,72.91,6.68,77.53,2,Maize
17.42,28.09,37.81,27.33,52.48,6.19,74.79,2,Grapes
29.24,58.39,22.0,29.37,64.4,6.97,81.34,2,Mung Beans
21.23,30.49,34.81,22.89,69.47,6.26,74.13,2,Grapes
103.44,43.06,47.65,28.25,78.39,5.99,195.47,0,Rice
132.16,14.39,50.54,28.22,80.57,6.54,74.62,2,Watermelon
52.87,66.51,49.13,29.43,67.51,7.16,119.95,2,Papaya
54.08,54.26,37.93,29.21,73.46,6.8,112.96,0,Papaya
41.36,68.79,34.5,22.51,54.98,6.53,84.28,2,Chickpea
72.93,53.61,39.94,30.98,76.55,6.17,130.53,0,Jute
24.44,54.33,27.14,29.43,73.82,5.57,106.24,0,Pigeon Peas
40.08,64.21,25.82,18.43,41.35,7.08,78.64,1,Chickpea
66.77,45.42,30.06,24.74,75.85,6.28,121.77,2,Maize
47.52,51.08,53.04,24.18,59.17,6.38,84.94,2,Papaya
24.23,69.0,18.55,22.08,46.38,6.16,98.39,2,Kidney Beans
39.73,69.09,38.03,18.92,54.56,6.66,83.35,1,Chickpea
11.17,142.58,205,17.26,65.72,5.9,99.75,2,Apple
33.69,47.84,30.06,22.69,47.32,6.25,57.81,2,Chickpea
22.44,14.53,15.13,23.73,68.32,6.76,97.95,2,Orange
14.55,15.88,12.0,25.87,73.47,6.17,109.95,0,Orange
118.15,19.7,31.15,25.1,82.25,5.87,153.65,0,Coffee
106.69,12.27,35.42,23.2,87.11,6.05,137.56,2,Coffee
24.33,67.64,19.03,22.68,60.12,6.63,97.11,2,Kidney Beans
16.47,16.46,17.58,22.4,72.66,6.69,124.29,2,Orange
26.71,13.69,16.31,21.87,70.67,5.8,137.37,2,Orange
24.13,54.42,27.2,25.37,53.21,7.12,118.36,2,Pigeon Peas
115.93,16.97,33.25,24.35,79.28,6.68,162.49,2,Coffee
77.77,44.58,31.88,27.73,83.11,6.03,118.52,0,Maize
124.27,51.06,23.08,30.97,55.45,6.46,94.28,2,Cotton
107.31,42.84,16.59,28.74,62.52,5.53,98.76,2,Cotton
20.45,60.73,28.67,29.5,66.67,5.71,106.22,2,Pigeon Peas
25.1,46.64,25.96,28.54,61.32,7.37,38.68,2,Moth Beans
27.41,49.49,22.43,28.12,72.55,6.03,85.26,2,Black Gram
27.78,19.76,26.92,30.61,84.55,5.12,113.56,0,Coconut
12.8,61.84,25.28,21.02,66.91,6.28,108.64,2,Kidney Beans
109.94,27.11,62.43,27.44,81.44,6.61,102.64,0,Muskmelon
15.0,135.3,178.96,19.98,63.88,6.2,114.91,2,Apple
88.88,45.08,41.53,23.15,99.98,6.1,179.9,2,Jute
128.93,80.86,46.65,27.27,85.98,6.16,121.68,0,Banana
77.73,49.29,43.64,30.38,73.3,6.63,184.23,0,Jute
20.7,61.1,30.89,28.12,67.84,6.12,107.41,2,Black Gram
32.48,65.22,32.39,22.9,43.27,6.75,58.81,2,Chickpea
90.72,46.48,35.15,29.99,84.67,7.05,199.1,0,Rice
15.98,134.39,205,18.85,51.09,6.04,86.64,1,Apple
23.57,64.66,16.87,16.09,57.13,5.27,100.4,1,Kidney Beans
27.92,54.5,22.72,19.29,43.53,7.5,57.49,1,Lentil
96.96,10.04,52.72,28.78,76.18,5.92,105.09,0,Watermelon
27.44,28.52,33.75,26.28,58.52,7.11,106.29,2,Mango
14.15,20.57,32.8,28.52,82.34,6.46,172.92,0,Coconut
25.4,24.75,30.58,31.02,91.59,5.87,172.21,0,Coconut
56.08,57.56,40.58,30.33,84.21,7.17,111.25,0,Papaya
18.18,26.02,32.64,25.68,57.64,6.4,45.71,2,Pomegranate
91.87,51.83,42.15,22.68,81.73,6.91,140.49,2,Jute
26.52,38.06,19.51,28.46,53.8,6.88,61.9,2,Moth Beans
83.78,32.67,45.16,27.57,79.7,6.72,132.26,0,Jute
23.1,110.88,192.73,18.19,59.29,6.22,85.68,1,Apple
11.83,142.0,205,18.1,56.26,6.14,68.29,1,Apple
26.75,25.36,27.72,26.07,58.11,6.84,82.68,2,Mango
26.19,36.65,37.99,23.23,67.53,5.88,70.12,2,Grapes
24.92,28.01,24.72,30.18,73.8,6.33,94.83,2,Mango
26.06,48.46,24.94,28.82,65.55,6.39,144.43,2,Pigeon Peas
23.83,52.57,28.42,22.81,73.17,6.13,97.61,2,Black Gram
52.21,68.87,47.4,28.07,72.82,5.92,112.71,0,Papaya
26.31,60.28,23.76,16.54,61.16,7.01,71.21,2,Lentil
98.07,46.76,26.35,24.16,70.45,6.46,114.71,2,Maize
140,41.82,23.07,28.65,53.15,6.56,112.87,2,Cotton
98.0,16.61,42.29,25.74,68.48,6.08,111.43,2,Watermelon
67.43,18.46,52.8,26.94,71.3,5.59,106.08,0,Watermelon
86.2,47.65,36.64,30.49,82.62,6.81,238.22,0,Rice
20.12,51.36,18.05,15.78,59.05,6.37,49.28,1,Lentil
40.93,55.06,31.23,23.45,58.46,6.23,74.42,2,Chickpea
86.83,43.43,43.48,27.69,88.42,6.57,124.6,0,Jute
65.77,15.34,51.38,29.61,76.21,6.72,124.63,0,Watermelon
16.53,55.73,29.7,29.6,55.24,5.86,125.84,2,Pigeon Peas
13.86,41.54,23.7,29.88,51.93,6.67,53.0,2,Moth Beans
11.41,16.8,35.5,25.09,47.45,5.98,90.23,2,Pomegranate
53.99,57.87,32.92,21.13,60.12,5.88,83.62,2,Chickpea
16.29,22.74,39.75,30.12,57.01,6.35,73.76,2,Pomegranate
28.49,19.77,39.78,28.51,48.12,5.83,75.63,2,Pomegranate
21.51,145,197.01,19.29,69.96,5.61,96.84,2,Apple
18.22,28.53,35.89,23.09,62.57,7.02,73.0,2,Grapes
22.33,39.87,27.05,29.14,77.26,6.41,80.91,2,Mung Beans
62.0,45.25,27.91,21.26,75.02,5.71,91.6,2,Maize
65.88,44.63,37.63,25.45,64.25,6.27,101.4,2,Maize
72.7,49.7,42.92,25.81,85.63,6.41,155.51,0,Rice
18.36,39.94,25.39,30.5,52.94,7.4,63.33,2,Moth Beans
93.3,47.27,29.01,26.59,73.83,6.16,81.7,2,Maize
91.2,17.17,52.51,24.73,70.38,6.68,80.3,2,Watermelon
120.41,24.32,31.6,23.74,66.97,5.41,150.77,2,Coffee
26.55,63.27,20.4,18.9,61.95,5.63,91.85,2,Kidney Beans
21.59,55.1,28.27,27.2,70.45,6.21,136.12,0,Pigeon Peas
11.69,26.64,31.03,24.63,60.49,6.43,83.77,2,Grapes
15.11,37.97,25.31,27.58,54.54,6.87,65.78,2,Moth Beans
55.65,39.47,45.95,25.54,85.57,6.49,180.66,0,Jute
23.81,51.84,24.29,24.59,63.07,5.97,121.32,2,Black Gram
32.19,28.64,31.5,29.21,69.03,6.24,75.93,2,Mango
101.15,17.71,33.39,19.79,63.06,6.48,133.24,2,Coffee
114.15,20.96,44.96,28.76,61.36,6.59,87.47,2,Muskmelon
35.81,60.47,54.48,25.83,76.53,7.14,100.5,0,Papaya
65.38,19.88,53.81,27.99,73.06,6.57,79.19,2,Watermelon
26.05,30.01,29.52,21.34,54.73,6.95,99.38,1,Mango
135.03,8.32,38.09,29.38,67.64,6.6,90.31,2,Watermelon
94.28,40.7,39.02,23.28,83.33,6.99,196.31,2,Jute
123.8,14.58,51.62,25.0,74.19,5.83,89.63,2,Watermelon
79.11,47.22,41.09,25.01,81.54,6.69,196.3,0,Jute
25.36,57.32,20.82,28.34,56.09,7.08,56.13,2,Moth Beans
28.22,53.55,29.69,25.57,66.4,5.58,69.41,2,Mung Beans
24.89,30.02,42.17,28.65,48.05,6.51,89.46,2,Grapes
22.11,32.24,27.09,29.44,54.64,6.59,93.86,2,Mango
36.0,21.47,29.18,27.03,79.7,5.78,179.27,0,Coconut
20.65,26.6,27.77,28.14,84.12,6.39,216.63,0,Coconut
60.95,61.2,39.16,27.56,73.42,6.65,78.94,2,Papaya
75.71,36.68,44.4,25.2,92.61,6.15,190.95,0,Jute
117.85,25.78,28.04,22.09,80.37,7.11,135.03,2,Coffee
29.91,59.75,38.17,18.69,53.03,6.33,68.65,1,Chickpea
53.74,60.24,48.95,26.95,69.54,6.13,93.26,2,Papaya
45.9,53.99,54.21,28.08,80.94,6.27,112.16,0,Papaya
87.86,14.57,60.5,31.09,85.89,6.56,106.09,0,Watermelon
17.03,44.08,22.83,28.27,37.41,6.3,51.3,2,Moth Beans
23.57,49.17,23.64,28.55,52.93,6.49,84.41,2,Mung Beans
19.82,17.34,16.86,21.85,82.12,6.41,91.71,2,Orange
97.65,18.17,36.82,27.89,69.86,6.61,84.48,2,Muskmelon
75.51,16.64,21.06,22.84,81.57,5.28,130.59,2,Coffee
19.47,19.91,36.92,25.9,44.37,6.6,88.52,2,Pomegranate
15.44,52.91,23.45,27.89,59.06,7.42,56.99,2,Moth Beans
80.05,19.71,52.55,26.66,68.13,6.89,63.5,2,Muskmelon
27.88,24.68,28.98,27.6,66.16,6.87,58.64,2,Mango
92.18,41.15,41.83,28.01,97.86,5.66,220.86,0,Rice
115.28,27.87,18.4,28.93,62.72,5.94,76.77,2,Cotton
16.02,56.12,29.04,33.04,52.61,6.94,63.63,2,Moth Beans
24.52,68.24,36.49,16.27,45.11,6.16,64.44,1,Chickpea
134.14,39.49,18.21,27.09,67.79,6.24,82.14,2,Cotton
22.71,62.51,18.64,28.59,57.98,5.87,110.64,2,Pigeon Peas
12.51,139.5,183.23,13.39,53.52,5.26,93.09,1,Apple
13.82,22.48,38.82,27.49,92.25,6.44,225.78,0,Coconut
29.63,51.3,29.54,27.39,60.45,6.5,109.45,2,Black Gram
91.44,17.63,49.58,24.33,77.86,6.71,86.73,2,Muskmelon
82.16,40.15,31.86,23.31,68.81,6.25,102.57,2,Maize
33.65,53.08,21.4,19.15,68.54,5.75,93.23,2,Kidney Beans
17.86,30.33,31.96,27.81,66.58,6.44,58.29,2,Mango
23.61,62.97,22.71,29.88,54.01,6.55,106.47,2,Pigeon Peas
21.86,38.75,27.71,26.09,72.05,6.95,77.33,2,Mung Beans
85.1,75.55,52.09,27.4,87.04,6.55,146.96,0,Banana
97.1,45.65,34.2,26.77,77.99,6.83,211.51,0,Rice
83.15,46.59,37.64,28.4,67.39,6.34,108.07,2,Maize
14.39,30.3,32.22,23.09,70.38,7.02,69.73,2,Grapes
26.72,19.73,31.45,27.8,81.46,6.46,175.17,0,Coconut
50.01,55.8,52.5,29.1,74.11,6.1,121.17,0,Papaya
11.13,22.37,27.29,23.71,51.05,6.5,54.43,2,Pomegranate
19.6,58.2,19.78,20.86,68.57,6.75,92.49,2,Kidney Beans
109.29,18.71,23.27,21.49,90.76,6.49,178.35,2,Coffee
140,40.24,21.75,30.04,68.28,6.74,57.29,2,Cotton
55.59,59.1,48.23,26.23,54.26,6.86,97.8,2,Papaya
19.58,65.63,32.31,20.99,57.54,6.48,62.41,1,Lentil
88.43,18.36,55.45,24.93,72.52,6.8,84.42,2,Muskmelon
27.01,53.78,23.83,29.01,63.1,6.62,74.68,2,Black Gram
21.73,57.72,20.52,20.32,63.3,6.28,55.31,2,Lentil
20.27,42.07,23.22,23.51,62.28,6.02,110.99,2,Pigeon Peas
22.31,52.0,23.54,20.96,60.21,5.47,62.08,2,Lentil
89.31,13.27,54.0,24.19,81.37,6.11,109.28,2,Watermelon
84.89,14.68,51.29,28.27,69.36,5.33,97.09,2,Watermelon
31.48,49.01,16.41,27.94,63.28,5.56,103.92,2,Pigeon Peas
32.77,20.28,26.66,26.97,88.37,5.84,187.76,0,Coconut
15.98,29.95,26.0,26.3,74.44,5.94,62.95,2,Grapes
133.96,19.51,58.12,28.55,70.7,6.48,122.87,0,Watermelon
21.48,63.3,27.46,18.49,72.83,5.53,93.02,2,Kidney Beans
21.48,33.62,33.92,23.17,62.67,7.4,59.07,2,Grapes
21.97,14.41,22.45,23.02,71.59,6.73,124.87,2,Orange
25.36,58.96,21.16,17.76,48.64,6.54,58.25,1,Lentil
108.56,22.54,41.02,26.7,74.56,7.29,66.7,2,Muskmelon
22.19,57.34,26.91,19.86,66.05,6.82,88.13,2,Kidney Beans
73.57,41.31,32.11,26.47,65.92,6.72,94.21,2,Maize
28.86,28.23,29.96,24.47,73.03,6.74,91.6,2,Mango
20.81,17.48,33.53,27.33,53.55,6.52,73.04,2,Pomegranate
113.77,17.14,54.14,29.11,72.69,6.19,99.04,2,Watermelon
110.8,12.46,25.84,19.55,72.57,5.41,149.16,2,Coffee
21.54,58.53,18.52,18.04,61.23,5.67,46.67,2,Lentil
80.49,40.55,46.46,23.93,64.47,6.39,86.46,2,Maize
28.59,52.03,19.62,31.03,68.34,6.95,80.62,2,Mung Beans
105.58,46.18,18.62,23.45,72.63,6.36,108.06,2,Cotton
129.79,38.89,20.72,25.22,81.39,6.7,106.47,0,Cotton
22.36,61.61,30.51,31.22,52.54,6.4,88.86,2,Pigeon Peas
25.71,67.45,17.11,18.3,69.08,5.52,110.78,2,Kidney Beans
84.67,42.36,45.35,26.18,92.65,6.27,130.61,0,Jute
17.89,65.11,29.05,28.91,66.46,6.55,106.92,2,Pigeon Peas
20.79,27.76,35.86,23.37,68.53,7.15,75.54,2,Grapes
33.31,51.11,25.67,23.59,58.01,6.91,99.81,2,Black Gram
73.44,47.55,43.33,30.84,80.2,5.78,186.95,0,Rice
21.62,17.37,37.17,29.48,63.54,6.18,83.02,2,Pomegranate
100.15,75.95,55.22,26.81,69.57,5.84,120.47,2,Banana
38.26,33.63,26.85,24.61,74.65,6.38,87.08,2,Mango
126.21,49.22,21.53,26.98,69.5,5.84,90.3,2,Cotton
131.79,15.87,37.93,26.94,71.83,5.58,85.17,2,Watermelon
87.33,39.05,46.32,25.82,76.65,6.56,200.74,0,Rice
93.02,17.3,54.04,25.9,69.88,6.13,104.94,2,Watermelon
16.97,132.3,197.19,18.32,55.5,6.57,88.37,1,Apple
102.2,93.75,48.42,28.71,84.61,5.75,100.42,0,Banana
106.63,21.56,31.4,23.08,78.69,6.28,153.86,2,Coffee
65.18,36.2,38.05,28.9,86.74,5.97,178.54,0,Jute
66.84,42.64,35.1,24.86,75.15,5.87,74.03,2,Maize
